CustomerID,Recency,Frequency,Monetary,Cluster
13720,117,4,799.9,0
13721,37,1,524.14,0
13722,132,3,2375.41,0
13723,218,1,199.85,1
13725,50,8,1980.56,0
13726,39,2,1079.66,0
13727,29,2,333.48,0
13728,37,6,1016.14,0
13730,136,2,752.6,0
13731,220,2,610.59,1
13732,29,1,491.86,0
13735,25,4,2885.2400000000002,0
13736,6,2,731.9,0
13737,201,1,339.6,1
13739,19,1,216.9,0
13740,241,1,350.75,1
13741,72,3,668.43,0
13742,17,12,3131.02,0
13743,3,7,1341.6,0
13744,96,2,1156.36,0
13745,163,1,300.04,1
13747,374,1,79.6,1
13748,96,5,948.25,0
13750,54,5,1647.26,0
13751,289,1,296.25,1
13752,125,6,1186.28,0
13753,288,1,741.26,1
13754,152,2,282.6,1
13755,4,9,2161.35,0
13756,3,14,5189.52,3
13758,12,7,3190.55,0
13759,34,2,659.41,0
13760,55,2,286.79,0
13761,51,2,1070.65,0
13762,219,1,306.72,1
13763,64,1,1714.96,0
13764,71,3,1521.76,0
13767,3,37,17220.36,3
13769,3,10,2796.5099999999998,0
13771,65,4,2634.45,0
13772,34,3,1132.13,0
13774,82,1,345.0,0
13777,1,33,25977.16,3
13778,104,1,178.7,0
13780,8,2,360.01,0
13781,251,1,127.84,1
13782,13,6,912.0,0
13784,10,11,2462.79,0
13786,368,1,230.4,1
13787,76,2,309.04,0
13790,5,1,348.8,0
13791,128,2,1516.0,0
13792,67,2,195.55,0
13798,2,57,37153.85,3
13799,117,2,688.86,0
13800,310,1,558.3199999999999,1
13801,67,1,324.8,0
13802,139,3,4599.42,0
13803,256,1,277.07,1
13804,31,7,2635.79,0
13805,53,2,924.5999999999999,0
13806,64,1,256.38,0
13807,368,1,112.6,1
13808,6,5,1747.66,0
13809,306,1,155.05,1
13810,29,3,1499.01,0
13811,184,3,814.5,1
13812,43,3,539.0,0
13813,40,4,1366.86,0
13814,93,2,1579.12,0
13815,23,4,4027.36,0
13816,24,2,571.67,0
13817,30,2,382.98,0
13819,302,3,1140.35,1
13821,145,2,385.64,0
13822,6,2,632.0,0
13823,19,2,957.66,0
13824,33,5,1698.94,0
13826,177,1,189.5,1
13827,58,3,412.05,0
13828,23,1,209.49,0
13831,17,6,2202.99,0
13832,20,1,52.2,0
13833,160,1,384.8,1
13835,26,4,834.57,0
13837,212,2,271.24,1
13838,6,4,691.73,0
13841,253,1,85.0,1
13842,59,9,3385.62,0
13844,12,1,361.62,0
13845,65,1,312.98,0
13846,25,3,865.06,0
13848,93,3,1255.0,0
13849,52,2,1537.95,0
13850,130,1,1595.48,0
13851,96,3,2651.46,0
13853,58,1,1090.1399999999999,0
13854,9,25,8109.5199999999995,3
13856,169,3,388.5,1
13858,58,1,216.17000000000002,0
13859,327,1,201.16,1
13860,2,5,1245.9,0
13862,19,8,2209.36,0
13863,248,1,305.78,1
13865,59,4,501.56,0
13866,75,1,145.67,0
13867,32,3,1015.29,0
13868,8,2,3192.54,0
13869,124,4,3104.95,0
13870,3,8,2770.94,0
13871,23,13,6403.25,3
13873,120,3,389.6,0
13874,359,1,540.45,1
13875,54,5,1786.79,0
13876,64,1,122.7,0
13877,87,1,117.24,0
13878,55,1,1281.53,0
13880,22,13,3219.77,0
13881,4,20,17159.52,3
13882,3,5,1191.13,0
13883,11,5,2674.48,0
13884,8,5,787.6,0
13885,190,2,506.8,1
13886,72,1,243.56,0
13887,205,1,349.55,1
13888,120,2,605.63,0
13889,93,1,416.9,0
13890,2,10,1883.81,0
13892,27,4,632.97,0
13893,298,1,821.1,1
13894,24,3,564.62,0
13895,29,4,2593.07,0
13897,51,1,311.16,0
13898,326,1,155.93,1
13899,17,2,388.52,0
13900,184,3,740.95,1
13901,73,5,2867.2,0
13904,38,2,332.64,0
13908,80,4,2369.55,0
13911,58,9,2580.91,0
13914,12,2,626.45,0
13917,50,2,272.04,0
13918,50,2,1212.84,0
13919,60,2,384.81,0
13922,352,1,172.25,1
13923,54,1,351.13,0
13924,2,6,1838.85,0
13925,93,4,678.25,0
13926,24,1,223.85,0
13927,75,1,348.99,0
13928,11,4,464.57,0
13929,170,2,842.65,1
13930,58,2,337.34,0
13931,96,2,1237.53,0
13932,295,1,307.4,1
13933,110,2,608.79,0
13934,264,1,922.1,1
13936,180,1,376.58,1
13937,170,1,158.85,1
13938,36,1,71.66,0
13939,24,3,568.55,0
13940,18,4,839.14,0
13941,22,5,5112.96,0
13946,80,3,561.57,0
13947,66,1,90.6,0
13948,361,1,102.0,1
13949,3,6,2427.3199999999997,0
13950,12,4,745.06,0
13951,177,3,674.45,1
13952,218,2,3251.071,1
13953,8,7,3515.68,0
13954,2,2,439.92,0
13955,155,2,322.96,1
13956,6,5,1026.42,0
13959,80,3,598.2,0
13960,22,2,230.22,0
13962,22,2,169.54999999999998,0
13963,309,4,664.54,1
13967,146,1,80.7,1
13969,8,18,9053.94,3
13971,19,8,2758.2599999999998,0
13972,71,2,190.25,0
13973,288,1,264.7,1
13974,50,1,413.59,0
13975,32,6,2526.28,0
13976,207,1,357.98,1
13978,15,2,196.79,0
13979,74,1,869.87,0
13980,61,1,200.14,0
13982,40,4,1871.81,0
13983,30,12,2603.43,0
13984,27,5,920.51,0
13985,5,15,7060.13,3
13986,18,1,320.46,0
13988,20,6,4147.96,0
13989,66,2,1266.08,0
13990,214,1,311.3,1
13991,13,6,855.97,0
13992,31,1,76.8,0
13993,43,9,3466.36,0
13994,4,6,2313.14,0
13995,16,5,1393.69,0
13999,11,12,3901.81,0
14000,212,1,635.66,1
14001,46,3,2043.08,0
14002,135,2,529.73,0
14004,44,7,4582.64,0
14005,10,5,2874.72,0
14006,116,3,962.19,0
14009,199,2,695.61,1
14012,278,1,328.8,1
14013,111,3,473.02,0
14014,78,1,505.18,0
14015,53,1,917.34,0
14016,162,4,4341.21,1
14019,47,3,1421.61,0
14020,17,2,642.8,0
14021,156,3,631.9,1
14022,226,1,440.0,1
14023,8,2,584.0699999999999,0
14024,122,2,327.7,0
14027,61,1,104.82,0
14029,64,2,467.66,0
14030,19,8,2360.09,0
14031,8,19,17286.86,3
14032,3,11,2975.59,0
14034,23,3,651.82,0
14035,29,5,1428.02,0
14036,285,1,626.65,1
14037,177,2,147.2,1
14038,79,3,1560.38,0
14039,34,1,152.2,0
14040,41,12,3614.92,0
14041,267,1,141.41,1
14044,27,4,652.82,0
14045,110,4,1659.75,0
14046,285,1,154.99,1
14047,9,5,1308.61,0
14048,306,1,409.93,1
14049,17,4,5681.72,0
14050,32,2,746.36,0
14051,1,23,15610.39,3
14052,20,1,225.36,0
14053,125,2,260.25,0
14054,66,1,92.46000000000001,0
14055,107,1,725.64,0
14056,2,23,8214.65,3
14057,24,17,6217.96,3
14059,267,1,183.6,1
14060,5,19,6140.42,3
14062,10,12,10464.85,3
14064,30,5,1353.74,0
14066,267,1,152.55,1
14067,64,2,374.7,0
14068,321,1,265.85,1
14071,4,8,1438.82,0
14073,33,1,151.04,0
14075,5,3,942.26,0
14076,130,1,122.47,0
14077,41,5,499.42,0
14078,102,6,1049.3700000000001,0
14079,125,1,375.1,0
14080,33,1,45.599999999999994,0
14081,303,2,934.52,1
14082,365,1,182.25,1
14083,5,9,1018.43,0
14085,3,18,4448.54,3
14087,3,1,194.42,0
14088,11,13,50491.81,3
14089,57,1,161.0,0
14090,325,1,76.32,1
14092,8,14,4076.91,3
14093,13,1,442.85,0
14096,5,17,65164.79,3
14098,37,1,147.35,0
14099,17,11,3104.17,0
14100,138,1,194.9,0
14101,74,6,5976.79,0
14102,6,5,1360.28,0
14104,155,2,216.21,1
14105,240,1,1266.23,1
14107,52,7,2703.23,0
14108,31,2,597.91,0
14109,73,1,144.2,0
14110,4,12,5683.15,0
14111,15,4,692.85,0
14112,23,7,2915.15,0
14113,4,4,1840.42,0
14114,274,2,386.53,1
14116,20,5,1382.74,0
14117,144,1,90.0,1
14121,4,4,2780.15,0
14124,85,1,419.58,0
14125,11,3,2740.43,0
14126,8,3,706.13,0
14127,123,3,709.71,0
14128,61,2,637.5,0
14129,2,5,1123.86,0
14130,320,1,483.86,1
14132,3,11,3586.0299999999997,0
14133,130,3,605.64,0
14135,2,15,4690.31,3
14138,2,2,982.38,0
14139,47,1,415.82,0
14140,4,2,935.05,0
14141,3,4,915.13,0
14142,374,1,311.81,1
14143,134,1,115.8,0
14145,47,4,3742.2,0
14146,9,5,4191.0,0
14147,79,2,483.4,0
14148,234,1,157.2,1
14149,221,1,446.62,1
14150,36,2,658.64,0
14152,76,2,621.29,0
14154,240,2,1345.62,1
14155,267,1,118.75,1
14156,10,55,117379.63,2
14157,20,2,432.88,0
14158,41,1,507.65999999999997,0
14159,20,11,4693.01,0
14161,216,3,1110.52,1
14162,174,2,289.36,1
14163,88,4,2445.91,0
14164,71,2,1631.77,0
14165,276,1,122.53999999999999,1
14167,40,4,574.84,0
14171,99,1,363.79,0
14173,11,4,450.84,0
14174,34,1,134.46,0
14175,60,3,3222.3,0
14176,298,4,576.9,1
14177,87,4,559.41,0
14178,9,7,1620.93,0
14179,41,2,719.78,0
14180,11,25,4748.5199999999995,3
14184,67,1,452.89,0
14185,332,1,197.65,1
14188,31,6,2054.36,0
14189,3,15,4654.08,3
14191,2,13,4684.76,0
14193,68,2,853.39,0
14194,5,21,11349.52,3
14195,202,2,1012.0,1
14196,107,1,335.52,0
14198,19,4,701.4,0
14199,219,1,185.39999999999998,1
14201,61,7,747.4399999999999,0
14204,3,1,161.03,0
14205,17,2,466.7,0
14206,240,1,328.15999999999997,1
14208,95,1,151.74,0
14209,11,6,2073.43,0
14210,106,6,1905.84,0
14211,54,9,2241.1,0
14212,90,1,1070.48,0
14214,31,5,1004.38,0
14215,12,6,1789.72,0
14216,4,4,1839.3,0
14217,2,17,2004.98,3
14218,43,1,169.48,0
14219,5,1,89.94,0
14220,248,2,632.4,1
14221,43,9,3432.8,0
14222,178,1,683.17,1
14223,93,3,991.13,0
14224,111,4,1050.12,0
14226,29,5,2232.19,0
14227,27,10,3350.96,0
14229,52,3,1547.2,0
14231,184,3,925.71,1
14232,43,5,2048.07,0
14233,50,4,1462.72,0
14234,23,4,775.46,0
14235,76,5,3144.86,0
14236,81,2,490.86,0
14237,374,1,161.0,1
14238,327,1,146.85,1
14239,44,11,2380.85,0
14240,31,2,890.34,0
14241,184,1,213.70000000000002,1
14242,235,2,280.55,1
14243,9,10,2588.77,0
14245,220,2,1693.45,1
14246,111,3,1474.06,0
14247,279,1,136.77,1
14248,319,1,302.58,1
14250,8,3,1904.05,0
14251,2,5,2879.7,0
14256,261,2,969.06,1
14257,65,5,3099.72,0
14258,10,9,12669.98,0
14259,142,1,120.0,0
14261,51,2,1163.45,0
14262,9,8,2618.23,0
14264,155,2,333.97,1
14265,110,2,530.18,0
14267,163,3,1516.24,1
14270,332,1,492.65,1
14271,226,1,112.32,1
14272,74,2,437.96,0
14273,52,4,559.97,0
14276,99,3,1119.74,0
14277,16,3,4216.2,0
14280,197,1,134.04,1
14282,4,15,3729.34,3
14284,31,2,595.25,0
14285,22,4,1910.01,0
14286,24,3,4628.75,0
14287,9,3,176.63,0
14288,214,1,426.6,1
14289,9,6,911.26,0
14290,12,5,2314.65,0
14291,2,11,3883.25,0
14292,8,9,4871.93,0
14293,4,4,1046.56,0
14295,41,1,166.2,0
14297,18,4,1305.33,0
14298,9,44,51527.3,3
14299,9,9,3965.62,0
14300,19,1,43.2,0
14301,118,1,640.14,0
14304,223,1,383.45,1
14305,72,3,1858.96,0
14306,52,2,2093.32,0
14307,89,6,2995.72,0
14309,9,9,2352.53,0
14311,243,1,310.26,1
14312,47,6,1611.59,0
14314,107,1,120.0,0
14315,45,6,2481.13,0
14317,65,1,508.58,0
14320,207,2,477.78999999999996,1
14321,11,5,1530.75,0
14323,115,2,605.06,0
14326,243,1,183.85,1
14327,164,1,311.65,1
14329,18,7,5014.84,0
14331,125,2,462.65999999999997,0
14332,23,3,866.3100000000001,0
14333,68,1,415.2,0
14334,17,8,2552.21,0
14335,17,2,468.26,0
14336,17,4,1614.91,0
14338,162,2,588.22,1
14339,243,1,309.52,1
14340,219,1,134.7,1
14341,46,8,2182.28,0
14342,22,4,668.56,0
14344,128,8,889.9300000000001,0
14345,39,1,108.98,0
14346,121,2,1021.58,0
14348,261,1,409.57,1
14349,11,1,133.5,0
14350,275,1,282.93,1
14351,165,1,51.0,1
14352,158,4,1078.96,1
14353,216,1,90.6,1
14354,6,2,163.62,0
14355,366,1,174.4,1
14356,80,2,701.23,0
14357,44,1,225.77,0
14359,20,3,912.18,0
14360,32,4,2128.23,0
14362,23,1,161.2,0
14364,109,8,3717.35,0
14367,9,16,9261.52,3
14368,320,1,155.0,1
14371,296,1,100.5,1
14373,359,1,76.55,1
14375,186,1,257.68,1
14377,192,2,617.05,1
14379,45,2,348.1,0
14381,53,1,202.68,0
14382,27,1,626.0699999999999,0
14383,39,3,1247.69,0
14385,10,3,202.10999999999999,0
14386,297,1,142.4,1
14387,33,3,1770.56,0
14388,11,8,3212.84,0
14389,66,2,1043.46,0
14390,11,9,4652.82,0
14393,219,1,67.95,1
14395,3,9,3507.71,0
14396,66,2,487.99,0
14397,3,19,2612.96,3
14400,150,1,574.7,1
14401,5,13,4051.48,0
14403,131,4,1475.81,0
14404,34,6,1474.32,0
14406,120,1,156.75,0
14407,108,6,2157.73,0
14408,11,7,2606.53,0
14409,72,6,2059.45,0
14410,93,9,1105.07,0
14411,311,1,1063.0,1
14412,43,2,770.03,0
14413,363,1,122.7,1
14414,92,7,1496.98,0
14415,2,13,5900.28,0
14416,23,2,490.22,0
14418,4,3,1937.25,0
14419,11,6,1058.06,0
14420,100,1,387.52,0
14421,58,2,813.11,0
14422,1,6,4263.64,0
14423,219,1,265.2,1
14424,18,1,322.08,0
14426,24,10,4481.67,0
14427,51,2,363.34000000000003,0
14428,8,5,1244.83,0
14431,303,1,470.36,1
14432,10,6,2255.5099999999998,0
14434,22,6,1372.8,0
14436,99,1,89.06,0
14437,366,1,63.0,1
14438,307,1,131.9,1
14439,320,1,2661.2400000000002,1
14440,9,5,2357.68,0
14441,1,4,1712.8899999999999,0
14442,205,2,1589.82,1
14443,54,4,1420.2,0
14446,1,4,1039.58,0
14447,19,5,1163.23,0
14448,10,2,375.35,0
14449,19,4,907.1,0
14450,181,3,483.25,1
14451,61,2,662.59,0
14452,11,2,264.44,0
14453,191,1,119.93,1
14456,6,9,3062.4,0
14457,311,1,113.64,1
14459,156,1,1837.92,1
14460,111,3,434.34,0
14461,149,3,2103.06,1
14462,67,11,2004.02,0
14463,99,3,529.62,0
14465,247,3,1058.6200000000001,1
14466,30,7,2272.4,0
14467,18,4,598.76,0
14470,12,2,461.19,0
14472,104,8,1936.84,0
14473,75,2,234.34,0
14474,47,1,547.66,0
14475,72,3,925.85,0
14476,258,1,215.7,1
14477,20,4,1309.6,0
14479,254,2,316.25,1
14480,12,1,279.05,0
14481,165,2,636.51,1
14482,19,6,2068.15,0
14483,282,1,137.1,1
14484,51,1,321.92,0
14485,39,1,165.75,0
14487,27,6,1196.33,0
14488,68,1,1064.28,0
14489,208,1,463.38,1
14491,176,2,340.93,1
14493,8,5,2383.24,0
14494,26,1,139.56,0
14495,51,2,123.80000000000001,0
14496,312,2,538.8100000000001,1
14497,310,1,475.37,1
14498,43,5,1957.32,0
14499,27,3,815.32,0
14500,89,3,356.85,0
14501,184,2,251.20999999999998,1
14502,20,11,2470.67,0
14503,4,6,3543.26,0
14504,48,4,673.26,0
14505,18,8,5905.64,0
14506,18,5,2012.17,0
14507,24,6,1383.18,0
14508,23,2,276.42,0
14511,12,5,1314.81,0
14512,188,2,275.28,1
14513,101,3,455.59000000000003,0
14514,62,3,1055.35,0
14515,18,6,2102.09,0
14517,34,2,330.45,0
14518,65,1,174.37,0
14520,2,2,270.6,0
14522,25,4,974.54,0
14523,109,1,241.09,0
14524,32,9,1867.68,0
14525,20,9,4332.2,0
14527,3,55,8508.82,3
14528,38,1,364.21999999999997,0
14529,61,3,620.04,0
14530,26,6,2925.91,0
14532,237,4,932.85,1
14533,25,7,1949.72,0
14534,3,18,4447.05,3
14535,61,3,2864.19,0
14536,260,1,171.8,1
14537,58,1,355.56,0
14538,65,2,388.25,0
14539,16,2,537.48,0
14540,10,3,996.26,0
14541,59,8,1461.65,0
14542,186,1,103.25,1
14543,29,16,3630.33,3
14544,25,2,2024.45,0
14546,6,5,2578.09,0
14547,4,8,4007.54,0
14548,151,2,652.8,1
14549,312,1,289.24,1
14550,11,2,765.62,0
14551,19,2,186.23,0
14552,152,1,165.07,1
14553,20,5,859.27,0
14554,11,4,2381.04,0
14555,58,2,324.14,0
14557,86,1,788.38,0
14560,8,22,2237.77,3
14561,76,3,1080.76,0
14562,4,18,5074.7699999999995,3
14565,96,4,3099.12,0
14566,111,1,1432.0,0
14567,57,2,1530.36,0
14569,2,1,227.39,0
14570,281,2,218.06,1
14572,4,7,2832.84,0
14573,180,9,1653.42,1
14576,373,1,35.4,1
14577,13,4,859.71,0
14578,4,1,168.63,0
14581,17,1,138.6,0
14582,41,1,114.10999999999999,0
14583,6,5,1052.55,0
14584,170,4,1042.26,1
14585,51,1,157.05,0
14586,277,1,237.35999999999999,1
14587,19,9,1601.14,0
14589,372,1,39.75,1
14591,16,4,1447.14,0
14592,36,3,570.46,0
14593,22,3,617.99,0
14594,8,2,379.83,0
14595,20,6,1740.6,0
14597,12,2,883.15,0
14598,45,1,221.97,0
14600,306,1,393.33,1
14601,11,1,213.96,0
14603,275,1,660.0,1
14606,2,93,12156.65,3
14607,16,14,16569.5,3
14608,5,4,1785.15,0
14609,73,4,601.56,0
14616,243,3,406.08000000000004,1
14618,10,3,553.44,0
14619,246,1,394.44,1
14620,206,2,412.78000000000003,1
14621,2,5,1788.36,0
14622,185,1,320.58,1
14623,33,5,889.25,0
14624,58,2,225.85,0
14625,197,2,899.63,1
14626,24,4,2791.27,0
14628,92,2,671.96,0
14629,5,2,959.01,0
14631,51,3,1006.98,0
14632,263,1,114.56,1
14633,267,1,344.9,1
14636,37,2,609.85,0
14638,51,1,443.6,0
14639,53,6,2984.49,0
14640,25,6,2125.08,0
14641,22,1,110.46000000000001,0
14642,59,1,96.11999999999999,0
14643,171,2,693.81,1
14644,68,2,830.76,0
14645,157,2,597.09,1
14646,2,74,280206.02,2
14647,202,1,243.22,1
14649,5,4,1417.29,0
14651,68,2,654.6,0
14652,78,1,114.18,0
14653,2,7,1947.55,0
14655,9,4,1932.23,0
14656,170,2,291.05,1
14657,18,4,848.22,0
14658,6,2,247.15,0
14659,9,9,2529.93,0
14660,87,2,285.74,0
14661,27,1,107.95,0
14662,29,4,771.17,0
14664,20,2,637.89,0
14665,61,5,1835.7,0
14666,25,1,195.25,0
14667,11,25,9241.2,3
14669,242,3,1269.99,1
14670,281,2,411.53,1
14672,235,2,765.55,1
14673,4,5,1736.4,0
14675,17,1,604.75,0
14676,32,6,2548.24,0
14680,26,16,28754.11,3
14681,72,3,498.95,0
14682,188,2,52.0,1
14684,26,5,1236.28,0
14687,107,1,628.38,0
14688,8,21,5630.87,3
14689,209,1,112.8,1
14690,45,2,371.7,0
14691,31,5,2114.33,0
14692,138,4,591.55,0
14693,265,1,172.9,1
14696,5,7,2078.95,0
14697,219,2,188.61,1
14698,2,5,1250.76,0
14699,215,1,109.13,1
14700,33,3,2235.3,0
14701,11,9,2549.37,0
14702,2,17,3292.14,3
14703,15,1,318.17,0
14704,12,9,1546.91,0
14705,199,1,179.0,1
14708,3,3,1126.3700000000001,0
14709,16,13,4921.04,0
14710,15,4,606.13,0
14711,11,11,2868.8,0
14712,30,3,917.0699999999999,0
14713,10,11,2666.36,0
14714,25,1,160.19,0
14715,25,4,867.38,0
14716,44,2,329.68,0
14719,2,5,1602.1299999999999,0
14720,6,3,663.81,0
14722,148,1,187.92,1
14723,11,6,1158.3,0
14725,25,1,718.08,0
14727,275,1,268.58,1
14729,374,1,313.49,1
14730,2,8,2005.06,0
14731,48,3,380.02,0
14732,9,8,2702.49,0
14733,17,12,9585.91,3
14735,4,32,6065.69,3
14737,4,3,1164.55,0
14738,43,7,1314.45,0
14739,5,7,3902.28,0
14740,198,3,1448.21,1
14741,12,6,1400.34,0
14744,17,7,1099.98,0
14745,113,5,1220.26,0
14747,250,1,328.2,1
14748,30,5,1415.75,0
14752,44,1,389.64,0
14753,88,1,563.15,0
14754,45,2,638.05,0
14755,10,11,5010.28,0
14756,16,1,738.96,0
14757,76,1,420.5,0
14758,145,4,1484.06,0
14759,5,3,1625.97,0
14760,298,1,89.2,1
14761,59,2,255.9,0
14762,264,1,300.52,1
14764,47,1,278.3,0
14765,30,3,254.11,0
14766,9,6,2473.37,0
14768,18,2,192.6,0
14769,3,8,10674.75,0
14770,233,2,876.42,1
14772,113,1,139.26,0
14775,59,3,1011.9,0
14776,52,11,2538.2999999999997,0
14778,128,2,730.86,0
14779,281,3,386.15,1
14780,55,2,447.68,0
14782,320,1,200.1,1
14784,27,2,289.99,0
14785,11,2,77.4,0
14788,8,2,679.44,0
14789,29,1,197.64,0
14790,17,4,745.06,0
14792,64,1,6.2,0
14793,22,1,228.99,0
14794,3,7,1319.91,0
14795,167,1,131.45000000000002,1
14796,2,17,8022.49,3
14798,53,3,173.74,0
14799,52,1,157.7,0
14800,48,12,4339.74,0
14801,62,1,193.14,0
14803,163,3,845.5500000000001,1
14804,9,1,353.27,0
14805,16,4,554.65,0
14806,76,1,193.39,0
14808,40,8,2741.17,0
14810,41,11,2087.88,0
14813,370,2,155.43,1
14815,37,2,778.5,0
14816,198,1,271.85,1
14817,201,2,1110.34,1
14818,74,3,657.8,0
14819,65,2,272.07,0
14820,22,4,507.29,0
14821,367,1,48.8,1
14823,181,3,321.43,1
14824,11,4,1127.71,0
14825,4,12,2226.91,0
14828,197,3,2139.76,1
14829,30,4,697.55,0
14830,54,1,197.13,0
14834,18,6,1720.3,0
14836,11,3,102.45,0
14837,90,4,1649.5,0
14840,268,1,62.85,1
14841,54,6,3295.76,0
14842,44,4,2824.69,0
14844,64,4,3189.81,0
14847,149,1,309.4,1
14849,22,25,7930.54,3
14850,312,1,325.75,1
14851,24,2,511.35,0
14852,59,6,2836.69,0
14853,25,2,475.8,0
14854,79,7,2759.83,0
14855,120,2,645.65,0
14856,37,3,1311.38,0
14857,60,2,1173.12,0
14859,13,4,1353.74,0
14860,20,1,170.32,0
14861,53,1,125.78999999999999,0
14862,26,2,841.2,0
14863,30,1,266.76,0
14865,8,2,52.2,0
14866,11,12,14389.9,3
14867,186,3,710.28,1
14868,4,8,2953.59,0
14869,9,2,725.7,0
14870,262,1,327.25,1
14871,4,4,522.38,0
14873,211,1,519.68,1
14875,108,2,1465.32,0
14878,13,9,1485.54,0
14880,78,3,706.19,0
14881,20,1,255.4,0
14882,27,2,589.7,0
14883,19,6,761.59,0
14885,132,1,765.3199999999999,0
14886,253,1,364.8,1
14887,80,1,1862.0,0
14888,208,1,369.2,1
14889,337,1,135.9,1
14890,254,1,125.65,1
14891,149,2,554.38,1
14893,10,2,1237.85,0
14894,86,1,655.75,0
14895,8,20,11138.71,3
14896,205,2,468.77,1
14897,8,4,1366.38,0
14898,24,6,1303.52,0
14901,12,9,1421.29,0
14902,26,1,332.66,0
14903,22,5,2810.63,0
14904,3,2,1025.44,0
14905,158,2,616.15,1
14907,4,7,3501.1,0
14908,75,1,277.8,0
14910,3,4,434.35,0
14911,2,201,143825.06,2
14912,17,2,867.85,0
14913,36,4,1227.43,0
14915,92,2,307.48,0
14916,71,4,1268.98,0
14918,116,2,1610.15,0
14920,213,2,977.77,1
14921,31,2,1316.07,0
14923,51,1,749.1,0
14924,246,1,310.05,1
14929,33,1,223.88,0
14930,109,3,2372.86,0
14931,5,5,1257.68,0
14932,366,1,363.53,1
14934,82,2,1890.94,0
14935,298,1,1784.71,1
14936,34,8,8137.02,0
14937,57,3,1621.88,0
14944,30,12,5900.25,0
14946,15,1,100.9,0
14947,73,2,290.82,0
14948,24,6,1101.97,0
14950,20,1,371.2,0
14951,80,1,311.69,0
14952,60,11,8099.49,0
14953,26,1,289.82,0
14954,13,1,336.17,0
14957,254,1,58.49,1
14958,148,3,499.68,1
14959,65,4,695.42,0
14960,9,2,221.27,0
14961,11,9,7044.68,0
14962,271,1,126.7,1
14963,10,5,1487.8,0
14964,248,1,206.21,1
14965,97,2,599.0,0
14966,15,1,191.32,0
14967,50,1,463.8,0
14968,31,1,147.59,0
14970,69,4,1592.06,0
14971,36,3,1116.57,0
14972,129,1,114.77,0
14973,108,3,1314.45,0
14974,38,1,114.39,0
14975,58,1,279.94,0
14976,58,7,790.86,0
14978,73,5,1931.42,0
14981,247,1,102.12,1
14984,20,2,213.27,0
14985,199,2,296.75,1
14987,16,2,326.4,0
14988,212,1,334.54,1
14995,39,2,233.23,0
14997,47,3,546.2,0
14998,171,2,429.87,1
15000,48,1,490.52,0
15002,116,4,1641.76,0
15004,148,1,1246.32,1
15005,16,28,6316.57,3
15006,52,1,502.09,0
15007,160,1,156.91,1
15009,13,3,1261.78,0
15010,36,1,308.94,0
15012,54,2,423.04,0
15014,44,2,260.17,0
15016,173,1,170.04,1
15017,34,1,125.58,0
15018,39,3,496.21,0
15019,267,1,266.0,1
15021,9,9,1914.82,0
15022,12,4,905.04,0
15023,4,11,6802.76,0
15024,10,10,1661.33,0
15025,34,1,377.01,0
15026,81,3,469.0,0
15027,31,4,1066.1499999999999,0
15028,9,4,627.13,0
15030,72,2,518.28,0
15031,5,4,668.14,0
15032,257,3,4959.1,1
15033,5,10,2586.67,0
15034,16,8,4308.61,0
15035,90,1,252.73,0
15036,73,3,465.55,0
15038,59,6,705.49,0
15039,10,47,19914.44,3
15041,171,1,180.35,1
15042,200,1,135.93,1
15043,32,1,537.0,0
15044,20,17,7700.2300000000005,3
15045,152,2,735.66,1
15046,10,15,5213.7699999999995,3
15047,270,1,343.62,1
15048,66,4,384.05,0
15049,274,1,121.17000000000002,1
15050,26,3,1782.09,0
15051,24,3,1391.61,0
15052,320,1,215.78,1
15053,5,3,697.79,0
15054,13,2,302.1,0
15057,276,2,1489.5,1
15058,26,11,2124.99,0
15059,41,9,1337.72,0
15060,9,4,303.09000000000003,0
15061,4,48,54534.14,3
15062,72,4,987.86,0
15063,214,1,370.79999999999995,1
15065,38,4,3158.13,0
15066,54,1,893.59,0
15067,79,3,1744.76,0
15068,47,2,553.36,0
15069,180,1,1109.53,1
15070,373,1,106.2,1
15071,94,2,982.07,0
15073,10,3,1043.41,0
15074,106,1,748.87,0
15075,78,1,773.03,0
15076,173,1,880.85,1
15078,8,32,9743.11,3
15079,213,4,895.61,1
15081,23,5,504.8,0
15083,257,1,88.2,1
15087,282,1,306.94,1
15088,22,2,1160.07,0
15089,11,6,2420.84,0
15090,309,1,381.32,1
15091,68,1,480.71,0
15092,216,2,457.81,1
15093,19,6,4597.02,0
15095,104,4,1370.6,0
15096,43,1,219.39,0
15097,5,1,248.08,0
15098,183,3,39916.5,3
15099,85,1,410.48,0
15100,334,3,876.0,1
15101,9,2,317.53000000000003,0
15103,32,2,703.36,0
15104,197,2,1027.44,1
15105,19,7,2298.93,0
15106,18,5,1422.52,0
15107,312,6,319.5,1
15108,142,4,1300.25,0
15109,246,1,484.95,1
15110,24,4,996.1,0
15111,30,3,1567.48,0
15113,10,3,3609.33,0
15114,31,10,2760.56,0
15115,19,1,340.11,0
15116,18,4,1352.75,0
15117,15,5,1551.78,0
15118,135,1,244.8,0
15119,246,1,266.4,1
15120,134,1,358.82,0
15121,51,2,457.72,0
15122,115,3,1633.78,0
15123,8,2,2199.31,0
15124,23,2,184.19,0
15125,26,15,11528.48,3
15127,66,1,406.53,0
15128,61,4,1471.0,0
15129,51,11,3447.4,0
